REF_DATE,GEO,Sex,Age group,Employment,Full-time employment,Labour force,Part-time employment ,Population,Unemployment,Employment rate,Participation rate,Unemployment rate
2022-07-01,Prince Edward Island,Both sexes,15 years and over,84600.0,71400.0,90300.0,13200.0,139700.0,5700.0,60.6,64.6,6.3
2022-07-01,Quebec,Both sexes,15 years and over,4389400.0,3604900.0,4580100.0,784500.0,7157800.0,190700.0,61.3,64.0,4.2
2022-07-01,Saskatchewan,Both sexes,15 years and over,581700.0,480700.0,606500.0,101000.0,900400.0,24800.0,64.6,67.4,4.1
2022-08-01,Alberta,Both sexes,15 years and over,2388000.0,1955600.0,2527700.0,432400.0,3627700.0,139600.0,65.8,69.7,5.5
2022-08-01,British Columbia,Both sexes,15 years and over,2746500.0,2181300.0,2877100.0,565200.0,4435000.0,130600.0,61.9,64.9,4.5
2022-08-01,Canada,Both sexes,15 years and over,19706300.0,16120400.0,20810100.0,3586000.0,31831900.0,1103800.0,61.9,65.4,5.3
2022-08-01,Manitoba,Both sexes,15 years and over,669500.0,549300.0,707600.0,120200.0,1065900.0,38000.0,62.8,66.4,5.4
2022-08-01,New Brunswick,Both sexes,15 years and over,377700.0,326600.0,407400.0,51100.0,666600.0,29700.0,56.7,61.1,7.3
2022-08-01,Newfoundland and Labrador,Both sexes,15 years and over,234100.0,198700.0,262000.0,35400.0,449100.0,27900.0,52.1,58.3,10.6
2022-08-01,Nova Scotia,Both sexes,15 years and over,483200.0,403900.0,524300.0,79400.0,844000.0,41100.0,57.3,62.1,7.8
2022-08-01,Ontario,Both sexes,15 years and over,7734300.0,6373300.0,8195400.0,1361000.0,12535100.0,461100.0,61.7,65.4,5.6
2022-08-01,Prince Edward Island,Both sexes,15 years and over,85100.0,71300.0,91500.0,13800.0,140100.0,6400.0,60.7,65.3,7.0
2022-08-01,Quebec,Both sexes,15 years and over,4406100.0,3582400.0,4607100.0,823700.0,7165700.0,201000.0,61.5,64.3,4.4
2022-08-01,Saskatchewan,Both sexes,15 years and over,581600.0,478000.0,610000.0,103600.0,902600.0,28300.0,64.4,67.6,4.6
2022-09-01,Alberta,Both sexes,15 years and over,2382100.0,1943300.0,2519100.0,438800.0,3637700.0,137000.0,65.5,69.2,5.4
2022-09-01,British Columbia,Both sexes,15 years and over,2766000.0,2185100.0,2890300.0,580900.0,4438300.0,124300.0,62.3,65.1,4.3
2022-09-01,Canada,Both sexes,15 years and over,19718100.0,16133200.0,20791300.0,3584900.0,31875600.0,1073200.0,61.9,65.2,5.2
2022-09-01,Manitoba,Both sexes,15 years and over,678300.0,552700.0,711100.0,125600.0,1067300.0,32800.0,63.6,66.6,4.6
2022-09-01,New Brunswick,Both sexes,15 years and over,378300.0,324600.0,405400.0,53700.0,668500.0,27100.0,56.6,60.6,6.7
2022-09-01,Newfoundland and Labrador,Both sexes,15 years and over,233700.0,197100.0,259600.00000000003,36700.0,449500.0,25900.0,52.0,57.8,10.0
2022-09-01,Nova Scotia,Both sexes,15 years and over,485800.0,399200.0,518400.0,86600.0,846200.0,32600.0,57.4,61.3,6.3
2022-09-01,Ontario,Both sexes,15 years and over,7714900.0,6396500.0,8170800.0,1318400.0,12549800.0,455900.0,61.5,65.1,5.6
2022-09-01,Prince Edward Island,Both sexes,15 years and over,82500.0,68400.0,89700.0,14000.0,140400.0,7200.0,58.8,63.9,8.0
2022-09-01,Quebec,Both sexes,15 years and over,4417800.0,3592900.0,4622400.0,824900.0,7173500.0,204600.0,61.6,64.4,4.4
2022-09-01,Saskatchewan,Both sexes,15 years and over,578700.0,473300.0,604500.0,105400.0,904400.0,25800.0,64.0,66.8,4.3
2022-10-01,Alberta,Both sexes,15 years and over,2395000.0,1957300.0,2530700.0,437700.0,3648800.0,135700.0,65.6,69.4,5.4
2022-10-01,British Columbia,Both sexes,15 years and over,2759800.0,2178300.0,2891600.0,581500.0,4442800.0,131800.0,62.1,65.1,4.6
2022-10-01,Canada,Both sexes,15 years and over,19786400.0,16154200.0,20872200.0,3632200.0,31927000.0,1085800.0,62.0,65.4,5.2
2022-10-01,Manitoba,Both sexes,15 years and over,683000.0,560300.0,716900.0,122700.0,1069100.0,33900.0,63.9,67.1,4.7
2022-10-01,New Brunswick,Both sexes,15 years and over,378800.0,323800.0,409200.0,55000.0,670000.0,30300.0,56.5,61.1,7.4
2022-10-01,Newfoundland and Labrador,Both sexes,15 years and over,233700.0,194900.0,261700.0,38800.0,449900.0,28000.0,51.9,58.2,10.7
2022-10-01,Nova Scotia,Both sexes,15 years and over,486800.0,406100.0,523000.0,80600.0,848000.0,36200.0,57.4,61.7,6.9
2022-10-01,Ontario,Both sexes,15 years and over,7745300.0,6355500.0,8212000.0,1389800.0,12569700.0,466700.0,61.6,65.3,5.7
2022-10-01,Prince Edward Island,Both sexes,15 years and over,85800.0,72800.0,91500.0,13000.0,140700.0,5600.0,61.0,65.0,6.1
2022-10-01,Quebec,Both sexes,15 years and over,4435100.0,3626500.0,4622500.0,808600.0,7181600.0,187400.0,61.8,64.4,4.1
2022-10-01,Saskatchewan,Both sexes,15 years and over,583000.0,478600.0,613300.0,104500.0,906400.0,30300.0,64.3,67.7,4.9
2022-11-01,Alberta,Both sexes,15 years and over,2397100.0,1951700.0,2542100.0,445300.0,3657100.0,145000.0,65.5,69.5,5.7
2022-11-01,British Columbia,Both sexes,15 years and over,2755100.0,2186400.0,2881100.0,568800.0,4444700.0,125900.0,62.0,64.8,4.4
2022-11-01,Canada,Both sexes,15 years and over,19813100.0,16245000.0,20881300.0,3568100.0,31964300.0,1068200.0,62.0,65.3,5.1
2022-11-01,Manitoba,Both sexes,15 years and over,682200.0,564000.0,712300.0,118200.0,1070100.0,30100.0,63.8,66.6,4.2
2022-11-01,New Brunswick,Both sexes,15 years and over,376300.0,318900.0,405500.0,57400.0,671400.0,29200.0,56.0,60.4,7.2
2022-11-01,Newfoundland and Labrador,Both sexes,15 years and over,234100.0,198600.0,261200.0,35400.0,450300.0,27200.0,52.0,58.0,10.4
2022-11-01,Nova Scotia,Both sexes,15 years and over,492000.0,409400.0,521800.0,82500.0,849100.0,29800.0,57.9,61.5,5.7
2022-11-01,Ontario,Both sexes,15 years and over,7750500.0,6428300.0,8218700.000000001,1322100.0,12585000.0,468200.0,61.6,65.3,5.7
2022-11-01,Prince Edward Island,Both sexes,15 years and over,82800.0,70700.0,89400.0,12100.0,140800.0,6600.0,58.8,63.5,7.4
2022-11-01,Quebec,Both sexes,15 years and over,4459400.0,3642600.0,4638300.0,816800.0,7187500.0,178900.0,62.0,64.5,3.9
2022-11-01,Saskatchewan,Both sexes,15 years and over,583700.0,474400.0,610900.0,109300.0,908100.0,27200.0,64.3,67.3,4.5
2022-12-01,Alberta,Both sexes,15 years and over,2409000.0,1970600.0,2552400.0,438500.0,3666200.0,143300.0,65.7,69.6,5.6
2022-12-01,British Columbia,Both sexes,15 years and over,2763000.0,2194000.0,2881800.0,569000.0,4448100.0,118800.0,62.1,64.8,4.1
2022-12-01,Canada,Both sexes,15 years and over,19882300.0,16315900.0,20925800.0,3566400.0,32007300.0,1043400.0,62.1,65.4,5.0
2022-12-01,Manitoba,Both sexes,15 years and over,682400.0,560200.0,713300.0,122100.0,1071600.0,31000.0,63.7,66.6,4.3
2022-12-01,New Brunswick,Both sexes,15 years and over,379100.0,320700.0,411200.0,58500.0,672500.0,32100.0,56.4,61.1,7.8
2022-12-01,Newfoundland and Labrador,Both sexes,15 years and over,236800.0,200500.0,263300.0,36200.0,450800.0,26500.0,52.5,58.4,10.1
2022-12-01,Nova Scotia,Both sexes,15 years and over,492200.0,409300.0,524600.0,82900.0,850100.0,32400.0,57.9,61.7,6.2
2022-12-01,Ontario,Both sexes,15 years and over,7786900.0,6449800.0,8225400.0,1337100.0,12601700.0,438600.0,61.8,65.3,5.3
2022-12-01,Prince Edward Island,Both sexes,15 years and over,84300.0,70600.0,89400.0,13700.0,141000.0,5100.0,59.8,63.4,5.7
2022-12-01,Quebec,Both sexes,15 years and over,4464200.0,3666300.0,4652900.0,798000.0,7195200.0,188600.0,62.0,64.7,4.1
2022-12-01,Saskatchewan,Both sexes,15 years and over,584500.0,473900.0,611400.0,110500.0,910100.0,26900.0,64.2,67.2,4.4
2023-01-01,Alberta,Both sexes,15 years and over,2429700.0,1977400.0,2585600.0,452300.0,3678400.0,155900.0,66.1,70.3,6.0
2023-01-01,British Columbia,Both sexes,15 years and over,2770700.0,2216000.0,2897100.0,554700.0,4455200.0,126400.0,62.2,65.0,4.4
2023-01-01,Canada,Both sexes,15 years and over,20032300.0,16437000.0,21078300.0,3595300.0,32070400.0,1046000.0,62.5,65.7,5.0
2023-01-01,Manitoba,Both sexes,15 years and over,683200.0,559300.0,712800.0,123900.0,1073300.0,29600.0,63.7,66.4,4.2
2023-01-01,New Brunswick,Both sexes,15 years and over,378500.0,321000.0,409400.0,57500.0,674300.0,30800.0,56.1,60.7,7.5
2023-01-01,Newfoundland and Labrador,Both sexes,15 years and over,234500.0,198800.0,265900.0,35700.0,451400.0,31400.0,51.9,58.9,11.8
2023-01-01,Nova Scotia,Both sexes,15 years and over,501600.0,413800.0,528100.0,87700.0,851700.0,26500.0,58.9,62.0,5.0
2023-01-01,Ontario,Both sexes,15 years and over,7849700.0,6507200.0,8276299.999999999,1342500.0,12628200.0,426600.0,62.2,65.5,5.2
2023-01-01,Prince Edward Island,Both sexes,15 years and over,83900.0,70100.0,90800.0,13800.0,141500.0,7000.0,59.3,64.2,7.7
2023-01-01,Quebec,Both sexes,15 years and over,4511600.0,3694300.0,4696900.0,817300.0,7204500.0,185300.0,62.6,65.2,3.9
2023-01-01,Saskatchewan,Both sexes,15 years and over,589000.0,479000.0,615500.0,110000.0,912000.0,26500.0,64.6,67.5,4.3
